driver,pBrand,pCategory,pDescr,pImgSrc,pModel,pTitle,pURL,pid,price,rDate,rRating,rText,rTitle,rURL,rUser,rid,sentiConfi,sentiment,siteCode,trigger
 ,Lasko,Heater,"The Lasko 1500-Watt Ceramic Compact Heater features high and low heat settings, as well as a fan-only setting so you can choose how much heat you want. The adjustable thermostat allows you to maintain your preferred temperature setting, and the automatic overheat protection helps provide peace of mind. The heater also includes convenient carry handles for portability.
1500-Watt heater at 120-Volt provides ample heat
High and low heat settings and a fan-only setting to provide versatile use
Adjustable thermostat control helps provide personalized comfort
Non-slip base and automatic overheat protection help maintain safe operation
Designed for quiet operation
Durable plastic construction helps provide long-lasting use
Silver color helps add a stylish touch to your room
Carry handle offers easy portability
Fully assembled for your convenience
ETL listed for safety
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/e9/e99ba2ee-7ca1-4311-93f5-be229ad8cd72_1000.jpg,100669067,9.2 in. 1500-Watt Electric Portable Ceramic Compact Heater,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Heater_Lasko_100669067,#N/A,2016-11-22 00:00:00,5.0,This heater is excellent!! I purchased it for work because it's always so cold there. Not only does this little compact heater provide amazing heat but it's perfect for the work space because it is super quiet. I couldn't ask for a better heater and I recommend this heater to everyone. Great product!,This heater is excellent!! I purchased it for work because it's always so cold there. Not only d...,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,SweetnToasty,Heater_Lasko_100669067_SweetnToasty_53_301, , ,HD, 
 ,Lasko,Heater,"The Lasko 1500-Watt Ceramic Compact Heater features high and low heat settings, as well as a fan-only setting so you can choose how much heat you want. The adjustable thermostat allows you to maintain your preferred temperature setting, and the automatic overheat protection helps provide peace of mind. The heater also includes convenient carry handles for portability.
1500-Watt heater at 120-Volt provides ample heat
High and low heat settings and a fan-only setting to provide versatile use
Adjustable thermostat control helps provide personalized comfort
Non-slip base and automatic overheat protection help maintain safe operation
Designed for quiet operation
Durable plastic construction helps provide long-lasting use
Silver color helps add a stylish touch to your room
Carry handle offers easy portability
Fully assembled for your convenience
ETL listed for safety
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/e9/e99ba2ee-7ca1-4311-93f5-be229ad8cd72_1000.jpg,100669067,9.2 in. 1500-Watt Electric Portable Ceramic Compact Heater,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Heater_Lasko_100669067,#N/A,2013-04-23 00:00:00,5.0,"I ordered this space heater based on reviews on the site and it has lived up to those reviews. It's quiet and small and has adjustable settings in addition to the adjustable temperatures. I had a previous heater that I bought at a discount store that lasted me three years, but it always smelled like it was about to catch fire when I turned it on. The heater warms the area quickly and when running in from my cold walk into the office, I appreciate that.",Perfect for my office,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,coldblooded,Heater_Lasko_100669067_coldblooded_86_456, , ,HD, 
 ,Lasko,Heater,"The Lasko 1500-Watt Ceramic Compact Heater features high and low heat settings, as well as a fan-only setting so you can choose how much heat you want. The adjustable thermostat allows you to maintain your preferred temperature setting, and the automatic overheat protection helps provide peace of mind. The heater also includes convenient carry handles for portability.
1500-Watt heater at 120-Volt provides ample heat
High and low heat settings and a fan-only setting to provide versatile use
Adjustable thermostat control helps provide personalized comfort
Non-slip base and automatic overheat protection help maintain safe operation
Designed for quiet operation
Durable plastic construction helps provide long-lasting use
Silver color helps add a stylish touch to your room
Carry handle offers easy portability
Fully assembled for your convenience
ETL listed for safety
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/e9/e99ba2ee-7ca1-4311-93f5-be229ad8cd72_1000.jpg,100669067,9.2 in. 1500-Watt Electric Portable Ceramic Compact Heater,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Heater_Lasko_100669067,#N/A,2013-10-22 00:00:00,5.0,"I bought the heater as a replacement for a very old built in wall mounted electric coil type heater. This is perfect. Small, energy efficient, highly portable.",Heater is perfect for the bathroom.,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Anonymous,Heater_Lasko_100669067_Anonymous_27_159, , ,HD, 
 ,Lasko,Heater,"The Lasko 1500-Watt Ceramic Compact Heater features high and low heat settings, as well as a fan-only setting so you can choose how much heat you want. The adjustable thermostat allows you to maintain your preferred temperature setting, and the automatic overheat protection helps provide peace of mind. The heater also includes convenient carry handles for portability.
1500-Watt heater at 120-Volt provides ample heat
High and low heat settings and a fan-only setting to provide versatile use
Adjustable thermostat control helps provide personalized comfort
Non-slip base and automatic overheat protection help maintain safe operation
Designed for quiet operation
Durable plastic construction helps provide long-lasting use
Silver color helps add a stylish touch to your room
Carry handle offers easy portability
Fully assembled for your convenience
ETL listed for safety
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/e9/e99ba2ee-7ca1-4311-93f5-be229ad8cd72_1000.jpg,100669067,9.2 in. 1500-Watt Electric Portable Ceramic Compact Heater,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Heater_Lasko_100669067,#N/A,2017-03-07 00:00:00,5.0,"I have had this for about month. For its size, it does an excellent job of heating, and it is well designed so that the back of it where the handle is doesn't get hot, nor does the floor directly in front of it. It's like a little R2D2 that serves its master well.","I have had this for about month. For its size, it does an excellent job of heating, and it is we...",http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Stevoreno,Heater_Lasko_100669067_Stevoreno_54_264, , ,HD, 
 ,Lasko,Heater,"The Lasko 1500-Watt Ceramic Compact Heater features high and low heat settings, as well as a fan-only setting so you can choose how much heat you want. The adjustable thermostat allows you to maintain your preferred temperature setting, and the automatic overheat protection helps provide peace of mind. The heater also includes convenient carry handles for portability.
1500-Watt heater at 120-Volt provides ample heat
High and low heat settings and a fan-only setting to provide versatile use
Adjustable thermostat control helps provide personalized comfort
Non-slip base and automatic overheat protection help maintain safe operation
Designed for quiet operation
Durable plastic construction helps provide long-lasting use
Silver color helps add a stylish touch to your room
Carry handle offers easy portability
Fully assembled for your convenience
ETL listed for safety
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/e9/e99ba2ee-7ca1-4311-93f5-be229ad8cd72_1000.jpg,100669067,9.2 in. 1500-Watt Electric Portable Ceramic Compact Heater,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Heater_Lasko_100669067,#N/A,2013-01-03 00:00:00,5.0,"I'm an admin. assistant & a couple people at work asked for small heaters at their desks a few months ago as the air conditioning in the office can get quite cold in spots. When I found the The Lasko 1500-Watt Ceramic Compact Heater at Home Depot with just the right features of heat, fan, thermostat, nice energy ratings, I ordered 3. After we got them, several other folks saw & felt them in operation & really liked the size & setting options for heat & cooling so I ordered 3 more for some folks who sit near windows that get cold in winter & hot in summer. Well, I ended up ordering 3 more after that by request!!! We have over 200 employees & I noticed these little heaters give off enough heat for multiple cubicles. I've attached a photo collage of a couple in operation & one getting ready to be opened. Thanks for making the perfect little heater. I think it will be perfect for my daughter in TN to use in her garage when she's working on projects out there in the winter or summer.",this little heater/fan is a BIG HIT at our work desks :),http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,bjslaskoheater,Heater_Lasko_100669067_bjslaskoheater_189_993, , ,HD, 
 ,Lasko,Heater,"The Lasko 1500-Watt Ceramic Compact Heater features high and low heat settings, as well as a fan-only setting so you can choose how much heat you want. The adjustable thermostat allows you to maintain your preferred temperature setting, and the automatic overheat protection helps provide peace of mind. The heater also includes convenient carry handles for portability.
1500-Watt heater at 120-Volt provides ample heat
High and low heat settings and a fan-only setting to provide versatile use
Adjustable thermostat control helps provide personalized comfort
Non-slip base and automatic overheat protection help maintain safe operation
Designed for quiet operation
Durable plastic construction helps provide long-lasting use
Silver color helps add a stylish touch to your room
Carry handle offers easy portability
Fully assembled for your convenience
ETL listed for safety
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/e9/e99ba2ee-7ca1-4311-93f5-be229ad8cd72_1000.jpg,100669067,9.2 in. 1500-Watt Electric Portable Ceramic Compact Heater,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Heater_Lasko_100669067,#N/A,2017-05-07 00:00:00,5.0,"This heater lasted exactly 2 years and one month and then the fan quit. That's about par for all the small heaters I've had. I have no idea why they don't last more than a couple of years. I used it in a 8 x 8 bathroom and kept it dusted. Otherwise, when it worked, it heated pretty well for a small 1500 watt heater. It wasn't too noisy, but loud enough that you could hear it cut on in the next room. The handle provided is not very easy to carry it with. The red light stays on whenever it's plugged in. It tended to blow the GFI outlet fuse every time I turned it off. It met my expectations for heating, noise, and functionality, but not for durability.",This heater lasted exactly 2 years and one month and then the fan quit. That's about par for all...,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Chilly,Heater_Lasko_100669067_Chilly_130_658, , ,HD, 
 ,Lasko,Heater,"The Lasko 1500-Watt Ceramic Compact Heater features high and low heat settings, as well as a fan-only setting so you can choose how much heat you want. The adjustable thermostat allows you to maintain your preferred temperature setting, and the automatic overheat protection helps provide peace of mind. The heater also includes convenient carry handles for portability.
1500-Watt heater at 120-Volt provides ample heat
High and low heat settings and a fan-only setting to provide versatile use
Adjustable thermostat control helps provide personalized comfort
Non-slip base and automatic overheat protection help maintain safe operation
Designed for quiet operation
Durable plastic construction helps provide long-lasting use
Silver color helps add a stylish touch to your room
Carry handle offers easy portability
Fully assembled for your convenience
ETL listed for safety
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/e9/e99ba2ee-7ca1-4311-93f5-be229ad8cd72_1000.jpg,100669067,9.2 in. 1500-Watt Electric Portable Ceramic Compact Heater,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Heater_Lasko_100669067,#N/A,2015-01-27 00:00:00,5.0,"I bought this to use in my office and it works just great. The only complaint I would have is that the packaging wasn't in the best of shape, so I was concerned about what the heater would look like. But everything was good and the heater serves the purpose for which it was bought.",Cute Little Heater,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Dee57,Heater_Lasko_100669067_Dee57_55_282, , ,HD, 
 ,Lasko,Heater,"The Lasko 1500-Watt Ceramic Compact Heater features high and low heat settings, as well as a fan-only setting so you can choose how much heat you want. The adjustable thermostat allows you to maintain your preferred temperature setting, and the automatic overheat protection helps provide peace of mind. The heater also includes convenient carry handles for portability.
1500-Watt heater at 120-Volt provides ample heat
High and low heat settings and a fan-only setting to provide versatile use
Adjustable thermostat control helps provide personalized comfort
Non-slip base and automatic overheat protection help maintain safe operation
Designed for quiet operation
Durable plastic construction helps provide long-lasting use
Silver color helps add a stylish touch to your room
Carry handle offers easy portability
Fully assembled for your convenience
ETL listed for safety
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/e9/e99ba2ee-7ca1-4311-93f5-be229ad8cd72_1000.jpg,100669067,9.2 in. 1500-Watt Electric Portable Ceramic Compact Heater,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Heater_Lasko_100669067,#N/A,2016-11-08 00:00:00,5.0,I have used this model heater for over six years. It has performed well in heating my house and motor home. I ordered two more so I would not have to keep remembering to put it in the motor home every time we go on a trip. The unit is hard to pick up by the handle so I added a piece of velcro under the edge so it would not be so slippery.,I have used this model heater for over six years. It has performed well in heating my house and m...,http://www.homedepot.com/p/Lasko-9-2-in-1500-Watt-Electric-Portable-Ceramic-Compact-Heater-754200/100669067,Bob,Heater_Lasko_100669067_Bob_74_340, , ,HD, 
 ,Stiebel Eltron,Heater,"Stiebel Eltron’s elegant surface-mount CK heater is perfect anywhere quick heat is needed. Designed and made in Germany, this quiet fan heater quickly warms an area or maintains a comfortable temperature. Perfect for both retrofit and new construction, the European downdraft design heats a space evenly. CK heaters easily replace older flush-mount heaters and are ideal for bathrooms, basements, offices, playrooms, 3-season porches, cabins, campers or RVs, and mobile homes. The built-in fan is extremely quiet in operation at only 49.7 dBA. A thermostat with an adjustable knob for setting temperature is located on the right side of the CK. In rooms larger than 215 sq. ft., the CK can be operated through a conventional wall-mounted room thermostat. The CK is designed with a frost-protection setting. The lowest thermostat setting will maintain above-freezing temperatures in an appropriately sized space. The external casing is made of stove-enameled sheet steel. The sides are made from plastic. The CK heater is designed to have its components recycled at the end of its useful life. Stiebel Eltron is a world-leading German manufacturer of technically sound products since 1924.
CK 15E is 120-Volt, outputs 1500-Watt, draws 12.5 Amp, and must be hardwired
CK 15E needs a 15 Amp breaker and 12 AWG wire
Heat output for the CK 15E is 5122 BTU/hr.
Galvanized steel, squirrel cage blower motor is extremely quiet, with a noise level of only 49.7 dBA
Typical applications are bathrooms, basements, offices, playrooms, 3-season porches, cabins, campers or RVs, and mobile homes
ETL listed for compliance with CSA and UL safety standards in the U.S. and Canada
See warranty for complete details of the 3-year warranty against defects in workmanship and materials under normal use
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/2f/2f7a092e-42d2-49c7-b4b1-bfe782b5c357_1000.jpg,204091958,CK 15E Wall-Mounted Electric Fan Heater,http://www.homedepot.com/p/Stiebel-Eltron-CK-15E-Wall-Mounted-Electric-Fan-Heater-CK-15E/204091958,Heater_Stiebel Eltron_204091958,#N/A,2016-12-20 00:00:00,5.0,I bought this for my office (11'x18') which gets pretty cold in the winter having an outside glass door and a window. I have a heat duct from the ceiling so the floor area is rather cold. I mounted the heater on the wall near the door and it really heats the room up nicely. I would definitely get another one if I needed more heat in another room. Looks nice also.,I bought this for my office (11'x18') which gets pretty cold in the winter having an outside glas...,http://www.homedepot.com/p/Stiebel-Eltron-CK-15E-Wall-Mounted-Electric-Fan-Heater-CK-15E/204091958,VanJr1,Heater_Stiebel Eltron_204091958_VanJr1_72_365, , ,HD, 
 ,Stiebel Eltron,Heater,"Stiebel Eltron’s elegant surface-mount CK heater is perfect anywhere quick heat is needed. Designed and made in Germany, this quiet fan heater quickly warms an area or maintains a comfortable temperature. Perfect for both retrofit and new construction, the European downdraft design heats a space evenly. CK heaters easily replace older flush-mount heaters and are ideal for bathrooms, basements, offices, playrooms, 3-season porches, cabins, campers or RVs, and mobile homes. The built-in fan is extremely quiet in operation at only 49.7 dBA. A thermostat with an adjustable knob for setting temperature is located on the right side of the CK. In rooms larger than 215 sq. ft., the CK can be operated through a conventional wall-mounted room thermostat. The CK is designed with a frost-protection setting. The lowest thermostat setting will maintain above-freezing temperatures in an appropriately sized space. The external casing is made of stove-enameled sheet steel. The sides are made from plastic. The CK heater is designed to have its components recycled at the end of its useful life. Stiebel Eltron is a world-leading German manufacturer of technically sound products since 1924.
CK 15E is 120-Volt, outputs 1500-Watt, draws 12.5 Amp, and must be hardwired
CK 15E needs a 15 Amp breaker and 12 AWG wire
Heat output for the CK 15E is 5122 BTU/hr.
Galvanized steel, squirrel cage blower motor is extremely quiet, with a noise level of only 49.7 dBA
Typical applications are bathrooms, basements, offices, playrooms, 3-season porches, cabins, campers or RVs, and mobile homes
ETL listed for compliance with CSA and UL safety standards in the U.S. and Canada
See warranty for complete details of the 3-year warranty against defects in workmanship and materials under normal use
Click here for more information on Electronic Recycling Programs",http://www.homedepot.com/catalog/productImages/1000/2f/2f7a092e-42d2-49c7-b4b1-bfe782b5c357_1000.jpg,204091958,CK 15E Wall-Mounted Electric Fan Heater,http://www.homedepot.com/p/Stiebel-Eltron-CK-15E-Wall-Mounted-Electric-Fan-Heater-CK-15E/204091958,Heater_Stiebel Eltron_204091958,#N/A,2016-11-09 00:00:00,5.0,This unit caught my eye at the school I work at. Decided it would work perfect in my bathroom. Very nice heater,This unit caught my eye at the school I work at. Decided it would work perfect in my bathroom. ...,http://www.homedepot.com/p/Stiebel-Eltron-CK-15E-Wall-Mounted-Electric-Fan-Heater-CK-15E/204091958,Braap,Heater_Stiebel Eltron_204091958_Braap_22_111, , ,HD, 
